EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0469,Project Management,1,42,Self-assessment
E0469,Stakeholder Management,1,28,Project evidence
E0469,Communication,1,46,Self-assessment
E0469,Data Storytelling,1,35,Self-assessment
E0469,Power BI,1,7,Self-assessment
E0469,Talent Intelligence,4,22,Self-assessment
E0469,Workforce Planning,1,44,Self-assessment
E0470,SQL,4,48,Certification
E0470,Change Management,3,16,Self-assessment
E0470,Business Acumen,3,5,Project evidence
E0470,Data Modeling,4,44,Project evidence
E0470,NLP,3,25,Project evidence
E0470,Stakeholder Management,4,36,Self-assessment
E0470,Machine Learning,4,19,Self-assessment
E0470,Communication,2,34,Project evidence
E0470,Data Storytelling,3,11,Project evidence
E0470,Project Management,2,47,Project evidence
E0470,Python,4,25,Self-assessment
E0471,SQL,4,39,Manager validation
E0471,Change Management,4,6,Manager validation
E0471,Excel,3,33,Project evidence
E0471,Business Acumen,3,3,Self-assessment
E0471,Data Quality,3,4,Project evidence
E0471,Data Modeling,4,9,Self-assessment
E0471,NLP,3,17,Self-assessment
E0471,Stakeholder Management,4,21,Self-assessment
E0471,Data Governance,2,7,Manager validation
E0471,Communication,3,34,Self-assessment
E0471,Data Storytelling,3,48,Manager validation
E0471,Python,3,42,Manager validation
E0471,DAX,2,26,Project evidence
E0471,Power Query,2,43,Self-assessment
E0472,Change Management,4,16,Self-assessment
E0472,Excel,1,28,Manager validation
E0472,Scenario Modeling,2,45,Project evidence
E0472,Business Acumen,5,25,Self-assessment
E0472,Power BI,4,45,Self-assessment
E0472,Stakeholder Management,4,3,Self-assessment
E0472,Data Storytelling,5,30,Self-assessment
E0472,Forecasting,1,42,Project evidence
E0472,Project Management,5,36,Project evidence
E0473,Change Management,3,15,Project evidence
E0473,Excel,2,27,Project evidence
E0473,Business Acumen,5,29,Self-assessment
E0473,Data Quality,2,13,Self-assessment
E0473,Stakeholder Management,3,26,Self-assessment
E0473,Data Governance,3,44,Manager validation
E0473,Communication,1,30,Self-assessment
E0473,Data Storytelling,3,11,Self-assessment
E0473,Project Management,4,36,Project evidence
E0474,Change Management,5,48,Project evidence
E0474,Business Acumen,4,27,Project evidence
E0474,Data Quality,1,4,Self-assessment
E0474,Data Modeling,2,15,Project evidence
E0474,NLP,4,3,Manager validation
E0474,Stakeholder Management,2,9,Certification
E0474,Machine Learning,3,26,Self-assessment
E0474,Generative AI,2,3,Manager validation
E0474,Data Storytelling,4,37,Self-assessment
E0474,Project Management,2,38,Project evidence
E0474,Python,4,9,Project evidence
E0475,SQL,4,28,Manager validation
E0475,Business Acumen,1,47,Self-assessment
E0475,Data Quality,1,30,Manager validation
E0475,NLP,4,47,Project evidence
E0475,Data Governance,2,36,Project evidence
E0475,Generative AI,4,9,Self-assessment
E0475,Communication,3,45,Self-assessment
E0475,Python,2,15,Project evidence
E0475,Power Query,2,23,Project evidence
E0476,Excel,1,6,Project evidence
E0476,Business Acumen,1,37,Project evidence
E0476,Project Management,1,21,Certification
E0476,Data Visualization,2,8,Certification
E0476,Statistics,1,7,Manager validation
E0476,Power BI,3,40,Manager validation
E0476,People Analytics,2,3,Manager validation
E0476,Workforce Planning,1,23,Self-assessment
E0477,SQL,2,12,Project evidence
E0477,Business Acumen,1,33,Manager validation
E0477,Data Modeling,1,48,Self-assessment
E0477,NLP,4,19,Manager validation
E0477,Data Governance,2,4,Project evidence
E0477,Generative AI,3,38,Project evidence
E0477,Communication,2,46,Self-assessment
E0477,Project Management,2,22,Manager validation
E0478,Change Management,4,28,Project evidence
E0478,Excel,2,43,Manager validation
E0478,Business Acumen,4,22,Certification
E0478,Data Quality,4,28,Certification
E0478,Stakeholder Management,4,46,Self-assessment
E0478,Communication,2,6,Self-assessment
E0478,Data Storytelling,2,27,Self-assessment
E0478,Power BI,1,9,Self-assessment
E0478,Python,2,8,Self-assessment
E0479,Excel,1,34,Manager validation
E0479,Business Acumen,2,17,Manager validation
E0479,Power BI,2,20,Manager validation
E0479,Performance Analytics,1,16,Self-assessment
E0479,Stakeholder Management,1,18,Manager validation
E0479,Data Storytelling,1,22,Project evidence
E0479,Project Management,3,8,Manager validation
E0480,SQL,4,25,Certification
E0480,Business Acumen,2,39,Self-assessment
E0480,Data Quality,2,5,Manager validation
E0480,Data Modeling,4,3,Self-assessment
E0480,NLP,3,30,Manager validation
E0480,Machine Learning,4,5,Project evidence
E0480,Project Management,2,21,Project evidence
E0480,Python,3,4,Certification
E0480,DAX,1,8,Manager validation
E0480,Statistics,2,32,Project evidence
E0481,Change Management,3,7,Self-assessment
E0481,Excel,1,13,Self-assessment
E0481,Scenario Modeling,1,6,Manager validation
E0481,Business Acumen,3,27,Manager validation
E0481,Stakeholder Management,2,38,Certification
E0481,Data Storytelling,3,4,Self-assessment
E0481,Forecasting,1,46,Certification
E0481,Power BI,2,19,Manager validation
E0482,Excel,2,12,Self-assessment
E0482,Scenario Modeling,4,12,Project evidence
E0482,Business Acumen,2,32,Manager validation
E0482,Data Quality,2,36,Self-assessment
E0482,Data Visualization,1,42,Manager validation
E0482,Power BI,2,33,Certification
E0483,Excel,3,35,Certification
E0483,Scenario Modeling,2,27,Certification
E0483,Business Acumen,2,24,Certification
E0483,Data Quality,2,45,Certification
E0483,Statistics,2,8,Manager validation
E0483,Power BI,1,35,Manager validation
E0484,Excel,2,17,Self-assessment
E0484,Power BI,2,16,Self-assessment
E0484,Stakeholder Management,2,23,Manager validation
E0484,Forecasting,2,43,Manager validation
E0484,Project Management,3,33,Self-assessment
E0485,SQL,3,3,Self-assessment
E0485,Change Management,4,45,Self-assessment
E0485,Business Acumen,4,35,Manager validation
E0485,Data Quality,2,45,Certification
E0485,NLP,3,38,Self-assessment
E0485,Stakeholder Management,4,5,Self-assessment
E0485,Data Governance,2,4,Self-assessment
E0485,Generative AI,3,48,Project evidence
E0485,Data Storytelling,4,20,Project evidence
E0485,Project Management,2,11,Self-assessment
E0485,Python,3,18,Certification
E0486,Change Management,3,14,Certification
E0486,Excel,4,40,Manager validation
E0486,Business Acumen,2,26,Project evidence
E0486,Data Quality,2,37,Manager validation
E0486,Stakeholder Management,5,23,Project evidence
E0486,Communication,2,10,Manager validation
E0486,Data Storytelling,4,32,Project evidence
E0486,Power BI,2,38,Project evidence
E0487,Excel,3,21,Manager validation
E0487,Business Acumen,2,36,Certification
E0487,Communication,3,39,Self-assessment
E0487,Data Storytelling,3,4,Manager validation
E0487,Power BI,3,34,Self-assessment
E0487,Data Modeling,2,24,Manager validation
E0487,Statistics,2,35,Manager validation
E0488,SQL,3,15,Manager validation
E0488,Change Management,5,40,Self-assessment
E0488,Excel,2,48,Manager validation
E0488,Business Acumen,4,34,Manager validation
E0488,Data Quality,3,8,Project evidence
E0488,HRIS,4,7,Project evidence
E0488,Stakeholder Management,4,21,Manager validation
E0488,Learning Analytics,1,17,Certification
E0488,Workforce Planning,4,23,Manager validation
E0488,Data Storytelling,5,8,Self-assessment
E0488,Talent Analytics,4,17,Project evidence
E0488,Talent Management,3,26,Self-assessment
E0488,Power BI,2,13,Certification
E0488,Statistics,3,39,Manager validation
E0488,Power Query,2,23,Self-assessment
E0489,SQL,2,34,Manager validation
E0489,Data Quality,1,10,Certification
E0489,NLP,4,17,Project evidence
E0489,Stakeholder Management,3,48,Self-assessment
E0489,Data Governance,3,7,Self-assessment
E0489,Generative AI,2,32,Self-assessment
E0489,Project Management,3,18,Self-assessment
E0489,Python,2,9,Manager validation
E0490,Excel,1,8,Manager validation
E0490,Power BI,1,34,Self-assessment
E0490,Stakeholder Management,1,3,Certification
E0490,Statistics,3,27,Self-assessment
E0490,Data Visualization,3,23,Project evidence
E0490,Project Management,2,20,Project evidence
E0491,SQL,4,41,Certification
E0491,Excel,3,25,Manager validation
E0491,Data Quality,1,10,Self-assessment
E0491,Data Modeling,2,37,Project evidence
E0491,NLP,4,27,Certification
E0491,Stakeholder Management,3,44,Manager validation
E0491,Generative AI,2,35,Project evidence
E0491,Python,4,36,Self-assessment
E0492,Excel,1,3,Certification
E0492,Power BI,2,15,Certification
E0492,Stakeholder Management,1,38,Manager validation
E0492,Generative AI,1,4,Self-assessment
E0492,Communication,2,4,Certification
E0492,Data Storytelling,3,21,Manager validation
E0492,Project Management,2,31,Manager validation
E0492,Python,1,47,Manager validation
E0492,Power Query,4,32,Project evidence
E0493,Excel,2,17,Manager validation
E0493,Business Acumen,3,33,Manager validation
E0493,Data Quality,2,7,Project evidence
E0493,Stakeholder Management,1,7,Self-assessment
E0493,Data Storytelling,1,40,Manager validation
E0494,SQL,1,4,Project evidence
E0494,HR Data Management,2,20,Manager validation
E0494,Business Acumen,4,8,Manager validation
E0494,Power BI,2,14,Self-assessment
E0494,Recruiting Analytics,4,10,Project evidence
E0494,Learning Analytics,2,40,Project evidence
E0494,Workforce Planning,3,17,Self-assessment
E0494,Data Visualization,2,48,Project evidence
E0494,Communication,2,33,Manager validation
E0494,Talent Management,4,9,Self-assessment
E0494,Project Management,2,40,Self-assessment
E0494,Statistics,2,37,Manager validation
E0494,Power Query,3,25,Manager validation
E0495,SQL,4,40,Self-assessment
E0495,Change Management,4,4,Manager validation
E0495,Excel,1,41,Project evidence
E0495,Business Acumen,4,44,Project evidence
E0495,Data Quality,2,46,Self-assessment
E0495,Data Modeling,5,40,Manager validation
E0495,NLP,4,16,Project evidence
E0495,Stakeholder Management,4,17,Certification
E0495,Data Governance,2,44,Self-assessment
E0495,Communication,2,8,Project evidence
E0495,Data Storytelling,4,29,Self-assessment
E0495,Python,4,18,Manager validation
E0496,Excel,2,12,Self-assessment
E0496,Business Acumen,2,22,Project evidence
E0496,Employee Engagement,4,5,Certification
E0496,Stakeholder Management,1,42,Self-assessment
E0496,Data Storytelling,3,32,Self-assessment
E0496,Power BI,3,36,Self-assessment
E0497,Excel,1,14,Manager validation
E0497,Scenario Modeling,3,19,Self-assessment
E0497,Data Quality,2,19,Project evidence
E0497,Communication,3,41,Manager validation
E0497,Power BI,2,20,Certification
E0498,Change Management,4,14,Self-assessment
E0498,Excel,4,14,Project evidence
E0498,Business Acumen,4,12,Project evidence
E0498,Data Quality,4,17,Manager validation
E0498,Stakeholder Management,4,43,Self-assessment
E0498,Statistics,1,3,Manager validation
E0498,Data Storytelling,4,18,Self-assessment
E0498,Power BI,2,7,Certification
E0499,Excel,3,13,Certification
E0499,Business Acumen,2,14,Manager validation
E0499,Data Modeling,5,27,Certification
E0499,NLP,4,15,Self-assessment
E0499,Stakeholder Management,1,28,Manager validation
E0499,Data Governance,1,16,Project evidence
E0499,Machine Learning,3,11,Manager validation
E0499,Generative AI,4,46,Project evidence
E0500,Excel,1,31,Manager validation
E0500,Business Acumen,1,45,Self-assessment
E0500,Data Quality,4,20,Certification
E0500,Employee Engagement,1,48,Project evidence
E0500,Stakeholder Management,1,39,Manager validation
E0500,Communication,2,9,Self-assessment
E0500,Power BI,2,44,Self-assessment
E0500,Data Modeling,4,31,Certification
E0500,Python,3,34,Self-assessment
E0501,Change Management,5,5,Certification
E0501,Excel,2,41,Certification
E0501,Business Acumen,3,23,Manager validation
E0501,Data Quality,1,8,Project evidence
E0501,Stakeholder Management,4,28,Manager validation
E0501,Data Storytelling,4,26,Self-assessment
E0501,Power BI,2,36,Self-assessment
E0501,Data Modeling,1,10,Certification
E0501,Statistics,3,25,Certification
E0502,SQL,3,32,Manager validation
E0502,Excel,2,38,Certification
E0502,Data Quality,2,22,Manager validation
E0502,NLP,3,8,Manager validation
E0502,Data Governance,1,9,Manager validation
E0502,Generative AI,4,42,Self-assessment
E0502,Project Management,1,34,Certification
E0502,Python,3,17,Project evidence
E0502,Power Query,2,8,Manager validation
E0502,Statistics,3,7,Self-assessment
E0503,SQL,2,47,Self-assessment
E0503,HR Data Management,5,42,Certification
E0503,Change Management,4,9,Certification
E0503,Power BI,1,21,Certification
E0503,Business Acumen,5,7,Project evidence
E0503,HRIS,4,42,Manager validation
E0503,Stakeholder Management,3,29,Project evidence
E0503,Learning Analytics,2,39,Self-assessment
E0503,Data Storytelling,3,34,Manager validation
E0503,People Analytics,3,43,Certification
E0503,Data Visualization,2,22,Self-assessment
E0503,Communication,2,38,Self-assessment
E0503,Talent Management,3,47,Certification
E0503,Project Management,3,36,Manager validation
E0503,Python,1,46,Self-assessment
E0504,Change Management,4,31,Project evidence
E0504,Excel,2,11,Manager validation
E0504,Scenario Modeling,1,31,Self-assessment
E0504,Business Acumen,5,22,Certification
E0504,Project Management,1,30,Certification
E0504,Data Quality,2,35,Manager validation
E0504,Stakeholder Management,3,9,Manager validation
E0504,Data Storytelling,3,6,Self-assessment
E0504,Power BI,1,45,Project evidence
E0504,Statistics,3,43,Project evidence
E0505,Excel,3,30,Self-assessment
E0505,Scenario Modeling,2,22,Manager validation
E0505,Business Acumen,3,4,Project evidence
E0505,Data Quality,2,15,Manager validation
E0505,Forecasting,3,42,Certification
E0505,Project Management,2,43,Project evidence
E0505,Skills Gap Analysis,3,11,Project evidence
E0505,Talent Intelligence,3,22,Self-assessment
E0506,HR Data Management,3,47,Project evidence
E0506,Business Acumen,1,39,Manager validation
E0506,Performance Analytics,2,18,Certification
E0506,Data Quality,2,28,Self-assessment
E0506,Recruiting Analytics,3,22,Manager validation
E0506,Stakeholder Management,2,24,Manager validation
E0506,Workforce Planning,4,40,Self-assessment
E0506,Talent Analytics,4,15,Self-assessment
E0506,Data Visualization,2,30,Manager validation
E0506,Statistics,1,18,Self-assessment
E0506,Data Storytelling,2,41,Self-assessment
E0507,Power BI,2,23,Self-assessment
E0507,Performance Analytics,3,7,Manager validation
E0507,Data Quality,1,31,Manager validation
E0507,Stakeholder Management,1,13,Manager validation
E0507,Data Storytelling,1,20,Self-assessment
E0507,Project Management,3,20,Manager validation
E0508,Power BI,2,38,Certification
E0508,Performance Analytics,2,11,Project evidence
E0508,Data Quality,1,24,Project evidence
E0508,Stakeholder Management,3,5,Self-assessment
E0508,Communication,2,15,Self-assessment
E0508,Data Storytelling,3,21,Manager validation
E0508,Project Management,2,6,Self-assessment
E0508,Power Query,3,45,Certification
E0508,DAX,1,45,Manager validation
E0509,Change Management,3,8,Project evidence
E0509,Excel,2,31,Self-assessment
E0509,Scenario Modeling,3,42,Manager validation
E0509,Business Acumen,5,10,Certification
E0509,Stakeholder Management,4,29,Self-assessment
E0509,Data Visualization,1,33,Self-assessment
E0509,Communication,4,14,Manager validation
E0509,Data Storytelling,4,45,Certification
E0509,Power BI,3,29,Self-assessment
E0510,Excel,1,26,Certification
E0510,Business Acumen,1,33,Certification
E0510,Project Management,2,20,Self-assessment
E0510,Data Quality,2,32,Manager validation
E0510,Performance Analytics,3,45,Self-assessment
E0510,Data Storytelling,1,46,Self-assessment
E0510,Power BI,1,23,Manager validation
E0511,Excel,3,4,Self-assessment
E0511,Data Quality,3,7,Project evidence
E0511,Stakeholder Management,3,12,Manager validation
E0511,Communication,2,19,Self-assessment
E0511,Data Storytelling,3,48,Project evidence
E0511,Power BI,4,35,Manager validation
E0511,Statistics,2,35,Self-assessment
E0511,Power Query,2,25,Certification
E0511,Internal Mobility,2,27,Certification
E0511,Skills Gap Analysis,1,40,Self-assessment
E0512,Excel,2,10,Manager validation
E0512,Scenario Modeling,3,3,Self-assessment
E0512,Data Quality,3,33,Self-assessment
E0512,Statistics,1,23,Self-assessment
E0512,Communication,4,20,Self-assessment
E0512,Power BI,2,41,Manager validation
E0513,SQL,1,37,Manager validation
E0513,HR Data Management,3,40,Project evidence
E0513,Excel,1,47,Self-assessment
E0513,Business Acumen,1,38,Project evidence
E0513,Performance Analytics,2,26,Self-assessment
E0513,Employee Engagement,2,4,Manager validation
E0513,HRIS,4,46,Manager validation
E0513,Learning Analytics,2,14,Self-assessment
E0513,Data Visualization,2,16,Manager validation
E0513,Communication,1,36,Project evidence
E0513,Data Storytelling,2,22,Certification
E0513,Statistics,2,13,Project evidence
E0513,DAX,3,45,Project evidence
E0514,SQL,5,21,Manager validation
E0514,Excel,3,39,Manager validation
E0514,Business Acumen,1,10,Project evidence
E0514,Data Modeling,3,13,Self-assessment
E0514,Stakeholder Management,2,6,Self-assessment
E0514,Data Governance,1,25,Self-assessment
E0514,Generative AI,2,6,Self-assessment
E0514,Python,3,8,Certification
E0515,Excel,2,28,Manager validation
E0515,Power BI,3,23,Self-assessment
E0515,Data Quality,3,38,Project evidence
E0515,Stakeholder Management,2,41,Project evidence
E0515,Project Management,2,4,Manager validation
E0515,Data Modeling,1,37,Self-assessment
E0515,Talent Intelligence,3,20,Self-assessment
E0515,People Analytics,2,4,Certification
E0516,Change Management,3,19,Manager validation
E0516,Excel,2,31,Manager validation
E0516,Business Acumen,4,42,Manager validation
E0516,Employee Engagement,1,38,Project evidence
E0516,Stakeholder Management,3,42,Self-assessment
E0516,Communication,2,22,Self-assessment
E0516,Data Storytelling,3,7,Project evidence
E0516,Project Management,3,5,Certification
E0516,Workforce Planning,1,29,Project evidence
E0516,Talent Intelligence,3,3,Project evidence
E0517,Change Management,5,19,Manager validation
E0517,Excel,1,13,Certification
E0517,Power BI,2,11,Project evidence
E0517,Business Acumen,2,44,Certification
E0517,Employee Engagement,2,15,Manager validation
E0517,Stakeholder Management,4,13,Self-assessment
E0517,Communication,2,48,Self-assessment
E0517,Data Storytelling,4,5,Self-assessment
E0517,Project Management,1,28,Self-assessment
E0517,Statistics,2,34,Certification
E0517,DAX,1,13,Self-assessment
E0518,Excel,4,40,Certification
E0518,Scenario Modeling,2,29,Self-assessment
E0518,Data Quality,2,12,Self-assessment
E0518,Communication,3,13,Self-assessment
E0518,Forecasting,1,22,Certification
E0518,Power BI,2,12,Manager validation
E0519,Excel,3,14,Certification
E0519,Business Acumen,2,4,Self-assessment
E0519,Employee Engagement,1,29,Manager validation
E0519,Stakeholder Management,2,35,Manager validation
E0519,Communication,2,34,Manager validation
E0519,Power BI,2,16,Manager validation
E0519,DAX,3,11,Self-assessment
E0519,Data Modeling,2,19,Manager validation
E0520,Change Management,4,37,Self-assessment
E0520,Excel,2,43,Project evidence
E0520,Scenario Modeling,1,20,Self-assessment
E0520,Business Acumen,3,47,Project evidence
E0520,Stakeholder Management,5,33,Self-assessment
E0520,Data Storytelling,5,36,Manager validation
E0520,Forecasting,3,19,Project evidence
E0520,Power BI,4,21,Manager validation
E0521,Excel,2,8,Certification
E0521,Business Acumen,1,36,Self-assessment
E0521,Data Quality,2,20,Manager validation
E0521,Employee Engagement,3,16,Self-assessment
E0521,Stakeholder Management,3,36,Self-assessment
E0521,Communication,1,19,Self-assessment
E0521,Data Storytelling,1,29,Self-assessment
E0522,SQL,3,27,Project evidence
E0522,Business Acumen,2,26,Project evidence
E0522,Data Quality,2,8,Manager validation
E0522,NLP,3,42,Self-assessment
E0522,Stakeholder Management,2,36,Project evidence
E0522,Machine Learning,3,36,Manager validation
E0522,Data Governance,3,28,Project evidence
E0522,Python,3,22,Manager validation
E0522,Power Query,2,35,Self-assessment
E0522,Statistics,3,6,Certification
E0523,Excel,3,47,Certification
E0523,Business Acumen,1,4,Manager validation
E0523,Data Quality,3,40,Project evidence
E0523,Data Governance,2,35,Certification
E0523,Project Management,3,11,Project evidence
E0524,Excel,2,12,Self-assessment
E0524,Scenario Modeling,3,27,Manager validation
E0524,Business Acumen,2,7,Manager validation
E0524,Power BI,1,44,Manager validation
E0524,Communication,1,42,Manager validation
E0524,Project Management,2,36,Manager validation
E0525,SQL,3,40,Project evidence
E0525,Change Management,4,29,Self-assessment
E0525,Business Acumen,5,44,Project evidence
E0525,Data Quality,1,20,Manager validation
E0525,Employee Engagement,2,22,Self-assessment
E0525,HRIS,3,34,Self-assessment
E0525,Stakeholder Management,4,15,Project evidence
E0525,Recruiting Analytics,3,44,Self-assessment
E0525,Learning Analytics,1,4,Project evidence
E0525,Data Storytelling,5,28,Certification
E0525,Data Visualization,1,22,Manager validation
E0525,Talent Management,3,41,Manager validation
E0525,Project Management,2,16,Self-assessment
E0526,SQL,5,4,Project evidence
E0526,Excel,4,34,Project evidence
E0526,Business Acumen,3,3,Self-assessment
E0526,Data Modeling,4,7,Self-assessment
E0526,NLP,1,26,Self-assessment
E0526,Machine Learning,3,20,Certification
E0526,Generative AI,4,19,Project evidence
E0526,Communication,2,48,Self-assessment
E0527,HR Data Management,2,11,Self-assessment
E0527,Business Acumen,3,15,Self-assessment
E0527,Power BI,1,3,Manager validation
E0527,Performance Analytics,3,44,Project evidence
E0527,Employee Engagement,4,44,Manager validation
E0527,Recruiting Analytics,5,19,Manager validation
E0527,Talent Analytics,2,22,Manager validation
E0527,Data Visualization,2,41,Manager validation
E0527,Communication,2,13,Manager validation
E0527,Statistics,2,32,Manager validation
E0527,Project Management,2,9,Manager validation
E0527,DAX,3,16,Self-assessment
E0527,Python,3,31,Manager validation
E0528,SQL,4,31,Certification
E0528,Business Acumen,3,20,Manager validation
E0528,Data Quality,1,23,Manager validation
E0528,Data Modeling,3,29,Self-assessment
E0528,Stakeholder Management,3,45,Project evidence
E0528,Data Governance,1,26,Self-assessment
E0528,Machine Learning,4,11,Manager validation
E0528,Generative AI,4,18,Self-assessment
E0528,People Analytics,2,40,Self-assessment
E0528,Workforce Planning,2,25,Self-assessment
E0529,Excel,2,20,Self-assessment
E0529,Data Modeling,4,45,Manager validation
E0529,NLP,2,10,Manager validation
E0529,Stakeholder Management,2,7,Project evidence
E0529,Data Governance,2,11,Manager validation
E0529,Generative AI,4,6,Self-assessment
E0529,Communication,2,26,Project evidence
E0529,Python,3,42,Certification
E0529,Power BI,2,37,Manager validation
E0529,Power Query,1,31,Manager validation
E0530,SQL,2,27,Self-assessment
E0530,Excel,1,41,Self-assessment
E0530,Business Acumen,1,25,Project evidence
E0530,NLP,4,7,Self-assessment
E0530,Stakeholder Management,1,14,Manager validation
E0530,Data Governance,2,26,Self-assessment
E0530,Generative AI,4,29,Self-assessment
E0530,Python,2,24,Self-assessment
E0530,Power BI,3,39,Manager validation
E0530,DAX,3,29,Self-assessment
E0531,Excel,2,9,Certification
E0531,Data Quality,2,41,Manager validation
E0531,Data Modeling,2,36,Self-assessment
E0531,NLP,3,20,Manager validation
E0531,Stakeholder Management,2,40,Manager validation
E0531,Machine Learning,5,24,Certification
E0531,Generative AI,3,16,Self-assessment
E0531,Python,5,39,Project evidence
E0532,Excel,1,48,Project evidence
E0532,Business Acumen,2,29,Self-assessment
E0532,Performance Analytics,2,12,Self-assessment
E0532,Recruiting Analytics,4,5,Manager validation
E0532,Learning Analytics,2,23,Self-assessment
E0532,Workforce Planning,3,38,Manager validation
E0532,Talent Analytics,2,25,Self-assessment
E0532,Statistics,1,29,Certification
E0532,Data Visualization,3,31,Project evidence
E0532,Data Storytelling,2,19,Manager validation
E0532,Project Management,2,5,Manager validation
E0533,Data Quality,1,12,Self-assessment
E0533,Stakeholder Management,2,22,Project evidence
E0533,Generative AI,2,5,Manager validation
E0533,Data Visualization,3,46,Manager validation
E0533,Communication,2,18,Self-assessment
E0533,Statistics,3,11,Self-assessment
E0533,Data Storytelling,1,31,Self-assessment
E0534,Excel,2,5,Manager validation
E0534,Business Acumen,2,31,Project evidence
E0534,Performance Analytics,3,28,Project evidence
E0534,Stakeholder Management,3,9,Self-assessment
E0534,Data Storytelling,1,14,Self-assessment
E0534,Power BI,3,17,Manager validation
E0534,Workforce Planning,3,47,Self-assessment
E0534,Talent Intelligence,3,36,Project evidence
E0535,Change Management,5,12,Manager validation
E0535,Excel,2,9,Self-assessment
E0535,Business Acumen,4,32,Self-assessment
E0535,Performance Analytics,1,22,Certification
E0535,Stakeholder Management,5,32,Certification
E0535,Communication,4,19,Manager validation
E0535,Data Storytelling,4,36,Manager validation
E0535,Project Management,1,9,Project evidence
E0536,Excel,4,10,Manager validation
E0536,Scenario Modeling,2,17,Manager validation
E0536,Business Acumen,2,11,Manager validation
E0536,Data Quality,4,46,Manager validation
E0536,Forecasting,1,16,Self-assessment
E0536,Project Management,2,36,Certification
E0537,Change Management,3,32,Self-assessment
E0537,Business Acumen,2,40,Self-assessment
E0537,Data Quality,3,18,Self-assessment
E0537,NLP,1,20,Self-assessment
E0537,Stakeholder Management,1,43,Manager validation
E0537,Data Governance,4,5,Self-assessment
E0537,Machine Learning,3,5,Manager validation
E0537,Generative AI,4,14,Manager validation
E0537,Communication,2,44,Project evidence
E0537,Data Storytelling,4,8,Manager validation
E0537,Project Management,2,13,Project evidence
E0537,Python,4,23,Self-assessment
E0537,SQL,3,27,Certification
E0537,DAX,2,27,Manager validation
E0538,Excel,4,16,Manager validation
E0538,Business Acumen,1,32,Project evidence
E0538,Performance Analytics,2,25,Self-assessment
E0538,Data Quality,1,6,Self-assessment
E0538,Stakeholder Management,3,14,Manager validation
E0538,Data Storytelling,2,10,Manager validation
E0538,Project Management,1,7,Project evidence
E0539,Change Management,3,24,Self-assessment
E0539,Excel,3,9,Self-assessment
E0539,Business Acumen,4,31,Manager validation
E0539,Data Quality,2,33,Manager validation
E0539,Stakeholder Management,2,12,Project evidence
E0539,Communication,1,27,Self-assessment
E0539,Data Storytelling,5,39,Self-assessment
E0539,Project Management,1,46,Manager validation
E0540,Business Acumen,3,24,Self-assessment
E0540,Data Modeling,4,13,Manager validation
E0540,Stakeholder Management,3,3,Self-assessment
E0540,Data Governance,2,16,Manager validation
E0540,Machine Learning,4,26,Manager validation
E0540,Generative AI,4,14,Self-assessment
E0540,Project Management,1,15,Manager validation
E0540,Python,4,39,Project evidence
E0540,People Analytics,1,15,Self-assessment
E0540,Skills Gap Analysis,1,20,Manager validation
E0541,Excel,1,39,Self-assessment
E0541,Business Acumen,2,31,Manager validation
E0541,Performance Analytics,3,38,Self-assessment
E0541,Data Quality,2,24,Self-assessment
E0541,Stakeholder Management,2,22,Manager validation
E0541,Data Storytelling,1,14,Certification
E0541,Project Management,3,17,Project evidence
E0542,Excel,1,16,Self-assessment
E0542,Scenario Modeling,2,9,Project evidence
E0542,Data Quality,1,10,Self-assessment
E0542,Statistics,3,36,Self-assessment
E0542,Communication,1,6,Manager validation
E0542,Forecasting,2,32,Manager validation
E0542,Power BI,3,29,Self-assessment
E0543,Business Acumen,2,5,Certification
E0543,Stakeholder Management,4,22,Manager validation
E0543,Generative AI,2,39,Self-assessment
E0543,Data Visualization,2,5,Self-assessment
E0543,Statistics,3,5,Manager validation
E0543,Communication,1,18,Manager validation
E0543,Data Storytelling,1,36,Manager validation
E0543,Talent Intelligence,3,9,Self-assessment
E0543,Internal Mobility,3,25,Self-assessment
E0544,Excel,2,47,Manager validation
E0544,Performance Analytics,3,4,Manager validation
E0544,Data Quality,3,38,Self-assessment
E0544,Stakeholder Management,3,16,Project evidence
E0544,Data Storytelling,2,32,Self-assessment
E0544,Statistics,2,12,Certification
E0544,Power Query,2,39,Self-assessment
E0545,Change Management,3,22,Manager validation
E0545,Business Acumen,4,21,Manager validation
E0545,Employee Engagement,1,40,Project evidence
E0545,Stakeholder Management,2,36,Manager validation
E0545,Communication,2,3,Self-assessment
E0545,Data Storytelling,3,17,Project evidence
E0545,Project Management,2,11,Manager validation
E0545,Power Query,2,43,Manager validation
E0545,DAX,1,14,Manager validation
E0545,Workforce Planning,2,30,Manager validation
E0545,Skills Gap Analysis,2,42,Project evidence
E0546,Change Management,5,40,Self-assessment
E0546,Excel,3,12,Self-assessment
E0546,Business Acumen,4,7,Manager validation
E0546,Data Quality,1,16,Manager validation
E0546,Stakeholder Management,4,7,Self-assessment
E0546,Data Governance,2,14,Project evidence
E0546,Data Storytelling,3,23,Manager validation
E0546,Project Management,2,4,Manager validation
E0547,HR Data Management,4,14,Self-assessment
E0547,Change Management,5,21,Project evidence
E0547,Excel,3,12,Self-assessment
E0547,Business Acumen,4,47,Project evidence
E0547,Data Quality,2,21,Self-assessment
E0547,Employee Engagement,4,28,Self-assessment
